esp_ms,pos_deg,vel_deg_s,target_deg,vq,os_time
864137,28.89,0.59,29.65,0.083,1774656248.7328959
864148,28.31,0.58,29.66,0.182,1774656248.743894
864159,29.74,0.61,29.67,-0.149,1774656248.7548962
864170,28.92,0.59,29.68,0.144,1774656248.7658958
864181,28.62,0.58,29.7,0.126,1774656248.7768962
864192,29.66,0.61,29.71,-0.108,1774656248.787896
864203,29.06,0.59,29.72,0.111,1774656248.798456
864214,28.57,0.58,29.73,0.155,1774656248.8094568
864225,29.76,0.61,29.74,-0.13,1774656248.820455
864236,29.12,0.59,29.75,0.113,1774656248.8314557
864247,28.73,0.59,29.76,0.132,1774656248.8429766
864258,29.44,0.6,29.77,-0.046,1774656248.8539784
864269,29.03,0.59,29.78,0.106,1774656248.8649783
864280,28.65,0.58,29.8,0.144,1774656248.875979
864291,29.9,0.61,29.81,-0.142,1774656248.886978
864302,29.07,0.59,29.82,0.145,1774656248.8979778
864313,28.7,0.58,29.83,0.142,1774656248.9089878
864324,29.87,0.61,29.84,-0.126,1774656248.9199905
864335,29.13,0.59,29.85,0.134,1774656248.9309895
864346,28.76,0.58,29.86,0.139,1774656248.941989
864357,29.83,0.61,29.87,-0.109,1774656248.9529893
864368,28.66,0.58,29.88,0.222,1774656248.9639895
864379,28.66,0.58,29.89,0.119,1774656248.97499
864390,29.68,0.61,29.91,-0.083,1774656248.985989
864401,28.64,0.58,29.92,0.222,1774656248.9969895
