esp_ms,pos_deg,vel_deg_s,target_deg,vq,os_time
845327,13.1,0.39,10.84,-0.25,1774656229.9235003
845338,13.1,0.39,10.85,-0.25,1774656229.9344995
845349,13.1,0.39,10.86,-0.25,1774656229.9455006
845360,13.1,0.38,10.88,-0.249,1774656229.9564998
845371,13.1,0.38,10.89,-0.249,1774656229.9674995
845382,13.1,0.38,10.9,-0.249,1774656229.9786315
845393,13.1,0.38,10.91,-0.249,1774656229.9895885
845404,13.1,0.38,10.92,-0.248,1774656229.9997373
845415,13.1,0.38,10.93,-0.248,1774656230.0117388
845426,13.1,0.38,10.94,-0.248,1774656230.0217354
845437,13.1,0.38,10.95,-0.247,1774656230.0337393
845448,13.1,0.38,10.96,-0.247,1774656230.044738
845459,13.1,0.38,10.97,-0.247,1774656230.055738
845470,13.1,0.38,10.99,-0.246,1774656230.06674
845481,13.1,0.38,11.0,-0.246,1774656230.0777376
845492,13.1,0.38,11.01,-0.246,1774656230.0887377
845503,13.1,0.38,11.02,-0.245,1774656230.0990021
845514,13.1,0.38,11.03,-0.245,1774656230.1100023
845525,13.1,0.38,11.04,-0.245,1774656230.1210022
845536,13.1,0.38,11.05,-0.244,1774656230.1320004
845547,13.1,0.38,11.06,-0.244,1774656230.1440134
845558,13.1,0.38,11.07,-0.244,1774656230.154652
845569,13.1,0.38,11.08,-0.243,1774656230.1658018
845580,13.1,0.38,11.1,-0.243,1774656230.1768012
845591,13.1,0.38,11.11,-0.243,1774656230.187801
845602,13.1,0.38,11.12,-0.242,1774656230.198803
845613,13.1,0.38,11.13,-0.242,1774656230.2098029
845624,13.1,0.38,11.14,-0.241,1774656230.2208009
845635,13.1,0.38,11.15,-0.241,1774656230.2318013
845646,13.1,0.38,11.16,-0.241,1774656230.242802
845657,13.1,0.38,11.17,-0.24,1774656230.2538009
845668,13.1,0.38,11.18,-0.24,1774656230.2648013
845679,13.1,0.38,11.19,-0.24,1774656230.275802
845690,13.1,0.38,11.21,-0.239,1774656230.286801
845701,13.1,0.38,11.22,-0.239,1774656230.2978003
845712,13.1,0.38,11.23,-0.238,1774656230.3088017
845723,13.1,0.38,11.24,-0.238,1774656230.3198009
845734,13.1,0.38,11.25,-0.237,1774656230.3307984
845745,13.1,0.38,11.26,-0.237,1774656230.341801
845756,13.1,0.38,11.27,-0.237,1774656230.3527992
845767,13.1,0.38,11.28,-0.236,1774656230.3637993
845778,13.1,0.38,11.29,-0.236,1774656230.3747985
845790,13.1,0.38,11.3,-0.235,1774656230.385799
845801,13.1,0.38,11.32,-0.235,1774656230.396799
845812,13.1,0.38,11.33,-0.234,1774656230.4077992
845823,13.1,0.38,11.34,-0.234,1774656230.4187992
845834,13.1,0.38,11.35,-0.234,1774656230.4297988
845845,13.1,0.38,11.36,-0.233,1774656230.4407995
845856,13.1,0.38,11.37,-0.233,1774656230.45196
845867,13.1,0.38,11.38,-0.232,1774656230.4629602
845878,13.1,0.38,11.39,-0.232,1774656230.4735885
845889,13.1,0.38,11.4,-0.231,1774656230.4855905
845900,13.1,0.38,11.42,-0.231,1774656230.495589
845911,13.1,0.38,11.43,-0.23,1774656230.5065885
845922,13.1,0.38,11.44,-0.23,1774656230.5175884
845933,13.1,0.38,11.45,-0.229,1774656230.5295923
845944,13.1,0.38,11.46,-0.229,1774656230.54059
845955,13.1,0.38,11.47,-0.228,1774656230.5515902
845966,13.1,0.38,11.48,-0.228,1774656230.5625901
845977,13.1,0.38,11.49,-0.227,1774656230.573591
845988,13.1,0.38,11.5,-0.227,1774656230.5845916
845999,13.1,0.38,11.51,-0.226,1774656230.59559
846010,13.1,0.38,11.53,-0.226,1774656230.6065912
846021,13.1,0.38,11.54,-0.225,1774656230.617593
846032,13.1,0.38,11.55,-0.225,1774656230.6285906
846043,13.1,0.38,11.56,-0.224,1774656230.639593
846054,13.1,0.38,11.57,-0.223,1774656230.650591
846065,13.1,0.38,11.58,-0.223,1774656230.6615908
846076,13.1,0.38,11.59,-0.222,1774656230.672593
846087,13.1,0.38,11.6,-0.222,1774656230.6835933
846098,13.1,0.38,11.61,-0.221,1774656230.6945908
846109,13.1,0.38,11.62,-0.221,1774656230.705591
846120,13.1,0.38,11.64,-0.22,1774656230.7165902
846131,13.1,0.38,11.65,-0.22,1774656230.7275906
846142,13.1,0.38,11.66,-0.219,1774656230.738591
846153,13.1,0.38,11.67,-0.218,1774656230.7495906
846164,13.1,0.38,11.68,-0.218,1774656230.7605896
846175,13.1,0.38,11.69,-0.217,1774656230.77159
846186,13.1,0.38,11.7,-0.217,1774656230.7825894
846197,13.18,0.38,11.71,-0.234,1774656230.7935894
846208,13.18,0.38,11.72,-0.225,1774656230.804589
846219,13.18,0.38,11.73,-0.224,1774656230.8155892
846230,13.18,0.38,11.75,-0.224,1774656230.82659
846241,13.18,0.38,11.76,-0.223,1774656230.8373966
846252,13.18,0.38,11.77,-0.222,1774656230.8483968
846263,13.18,0.38,11.78,-0.222,1774656230.859397
846274,13.18,0.38,11.79,-0.221,1774656230.870396
846285,13.18,0.38,11.8,-0.221,1774656230.881395
846296,13.18,0.38,11.81,-0.22,1774656230.8923957
846307,13.18,0.38,11.82,-0.219,1774656230.9033961
846318,13.18,0.38,11.83,-0.219,1774656230.9143958
846329,13.18,0.38,11.84,-0.218,1774656230.925396
846340,13.18,0.38,11.86,-0.218,1774656230.936396
846351,13.18,0.38,11.87,-0.217,1774656230.9473972
846363,13.18,0.38,11.88,-0.216,1774656230.958396
846374,13.18,0.38,11.89,-0.216,1774656230.9703982
846385,13.18,0.38,11.9,-0.215,1774656230.9803963
846396,13.18,0.38,11.91,-0.214,1774656230.9923968
846407,13.18,0.38,11.92,-0.214,1774656231.0033994
846418,13.18,0.38,11.93,-0.213,1774656231.0143967
846429,13.18,0.38,11.94,-0.212,1774656231.025397
846440,13.18,0.38,11.96,-0.212,1774656231.0363972
846451,13.18,0.38,11.97,-0.211,1774656231.0473988
846462,13.18,0.38,11.98,-0.21,1774656231.0583973
846473,13.18,0.38,11.99,-0.21,1774656231.0694163
846484,13.26,0.38,12.0,-0.224,1774656231.0804157
846495,13.27,0.38,12.01,-0.219,1774656231.091415
846506,13.27,0.38,12.02,-0.217,1774656231.1024158
846517,13.27,0.38,12.03,-0.216,1774656231.1134167
846528,13.27,0.38,12.04,-0.216,1774656231.1244152
846539,13.27,0.38,12.05,-0.215,1774656231.1354158
846550,13.27,0.38,12.07,-0.214,1774656231.1464157
846561,13.27,0.38,12.08,-0.214,1774656231.1574154
846572,13.27,0.38,12.09,-0.213,1774656231.1684177
846583,13.27,0.38,12.1,-0.212,1774656231.1794157
846594,13.27,0.38,12.11,-0.212,1774656231.1904163
846605,13.27,0.38,12.12,-0.211,1774656231.2014267
846616,13.27,0.38,12.13,-0.21,1774656231.2128532
846627,13.27,0.38,12.14,-0.21,1774656231.2229042
846638,13.27,0.38,12.15,-0.209,1774656231.2339046
846649,13.27,0.38,12.16,-0.208,1774656231.2449045
846660,13.27,0.38,12.18,-0.208,1774656231.2559035
846671,13.27,0.38,12.19,-0.207,1774656231.267907
846682,13.27,0.38,12.2,-0.206,1774656231.278906
846693,13.27,0.38,12.21,-0.205,1774656231.2894843
846704,13.27,0.38,12.22,-0.205,1774656231.3004727
846715,13.27,0.38,12.23,-0.204,1774656231.311473
846726,13.27,0.38,12.24,-0.203,1774656231.3224723
846737,13.27,0.38,12.25,-0.202,1774656231.3334727
846748,13.27,0.38,12.26,-0.202,1774656231.3444736
846759,13.27,0.38,12.27,-0.201,1774656231.355473
846770,13.27,0.38,12.29,-0.2,1774656231.366475
846781,13.27,0.38,12.3,-0.199,1774656231.378491
846792,13.27,0.38,12.31,-0.199,1774656231.3885486
846803,13.27,0.38,12.32,-0.198,1774656231.3995507
846814,13.33,0.38,12.33,-0.208,1774656231.4105482
846825,13.36,0.38,12.34,-0.209,1774656231.4215486
846836,13.36,0.38,12.35,-0.205,1774656231.432548
846847,13.36,0.38,12.36,-0.204,1774656231.4435475
846858,13.36,0.38,12.37,-0.203,1774656231.4547865
846869,13.36,0.38,12.38,-0.203,1774656231.4655364
846880,13.36,0.38,12.4,-0.202,1774656231.476538
846891,13.36,0.38,12.41,-0.201,1774656231.4875393
846902,13.36,0.38,12.42,-0.2,1774656231.4985363
846913,13.36,0.38,12.43,-0.2,1774656231.509539
846925,13.36,0.38,12.44,-0.199,1774656231.5205367
846936,13.36,0.38,12.45,-0.198,1774656231.5313842
846947,13.36,0.38,12.46,-0.197,1774656231.5423834
846958,13.36,0.38,12.47,-0.197,1774656231.5533826
846969,13.36,0.38,12.48,-0.196,1774656231.5653846
846980,13.36,0.38,12.49,-0.195,1774656231.5763845
846991,13.36,0.38,12.51,-0.194,1774656231.5873854
847002,13.36,0.38,12.52,-0.193,1774656231.5983844
847013,13.36,0.38,12.53,-0.192,1774656231.6093833
847024,13.36,0.38,12.54,-0.192,1774656231.6203864
847035,13.36,0.38,12.55,-0.191,1774656231.6313846
847046,13.36,0.38,12.56,-0.19,1774656231.6423838
847057,13.36,0.38,12.57,-0.189,1774656231.653385
847068,13.42,0.38,12.58,-0.2,1774656231.6643844
847079,13.45,0.38,12.59,-0.2,1774656231.675384
847090,13.45,0.38,12.61,-0.196,1774656231.686385
847101,13.45,0.38,12.62,-0.195,1774656231.6973853
847112,13.45,0.38,12.63,-0.194,1774656231.7083836
847123,13.45,0.38,12.64,-0.194,1774656231.7193844
847134,13.45,0.38,12.65,-0.193,1774656231.730384
847145,13.45,0.38,12.66,-0.192,1774656231.7413852
847156,13.45,0.38,12.67,-0.191,1774656231.7523847
847167,13.45,0.38,12.68,-0.19,1774656231.763384
847178,13.45,0.38,12.69,-0.189,1774656231.774385
847189,13.45,0.38,12.7,-0.189,1774656231.7853837
847200,13.45,0.38,12.72,-0.188,1774656231.796383
847211,13.45,0.38,12.73,-0.187,1774656231.807383
847222,13.45,0.38,12.74,-0.186,1774656231.818871
847233,13.45,0.38,12.75,-0.185,1774656231.829212
847244,13.45,0.38,12.76,-0.184,1774656231.8402138
847255,13.45,0.38,12.77,-0.183,1774656231.8512123
847266,13.5,0.38,12.78,-0.194,1774656231.8622124
847277,13.54,0.38,12.79,-0.194,1774656231.8732123
847288,13.54,0.38,12.8,-0.19,1774656231.8842118
847299,13.54,0.38,12.81,-0.189,1774656231.8952117
847310,13.54,0.38,12.83,-0.188,1774656231.9067845
847321,13.54,0.38,12.84,-0.188,1774656231.9177847
847332,13.54,0.38,12.85,-0.187,1774656231.928496
847343,13.54,0.38,12.86,-0.186,1774656231.939483
847354,13.54,0.38,12.87,-0.185,1774656231.9504828
847365,13.54,0.38,12.88,-0.184,1774656231.9614823
847376,13.54,0.38,12.89,-0.183,1774656231.9724824
847387,13.54,0.38,12.9,-0.182,1774656231.9837108
847398,13.54,0.38,12.91,-0.181,1774656231.99509
847409,13.54,0.38,12.92,-0.18,1774656232.0060773
847420,13.54,0.38,12.94,-0.18,1774656232.0170774
847431,13.54,0.38,12.95,-0.179,1774656232.0280755
847442,13.54,0.38,12.96,-0.178,1774656232.039049
847453,13.54,0.38,12.97,-0.177,1774656232.0500503
847464,13.54,0.38,12.98,-0.176,1774656232.0610483
847475,13.54,0.38,12.99,-0.175,1774656232.072049
847487,13.62,0.38,13.0,-0.192,1774656232.0830493
847498,13.62,0.38,13.01,-0.183,1774656232.0940492
847509,13.62,0.38,13.02,-0.182,1774656232.1050487
847520,13.62,0.38,13.03,-0.181,1774656232.116049
847531,13.62,0.38,13.05,-0.18,1774656232.127049
847542,13.62,0.38,13.06,-0.179,1774656232.1379318
847553,13.62,0.38,13.07,-0.178,1774656232.148977
847564,13.62,0.38,13.08,-0.177,1774656232.1602619
847575,13.62,0.38,13.09,-0.176,1774656232.1712623
847586,13.62,0.38,13.1,-0.175,1774656232.182263
847597,13.62,0.38,13.11,-0.174,1774656232.1932678
847608,13.62,0.38,13.12,-0.173,1774656232.204263
847619,13.62,0.38,13.13,-0.172,1774656232.2152646
847630,13.62,0.38,13.15,-0.171,1774656232.2262628
847641,13.62,0.38,13.16,-0.17,1774656232.2372622
847652,13.62,0.38,13.17,-0.169,1774656232.2482626
847663,13.62,0.38,13.18,-0.169,1774656232.2592635
847674,13.62,0.38,13.19,-0.168,1774656232.2702632
847685,13.62,0.38,13.2,-0.167,1774656232.2812624
847696,13.62,0.38,13.21,-0.166,1774656232.2922645
847707,13.71,0.38,13.22,-0.182,1774656232.303262
847718,13.71,0.38,13.23,-0.173,1774656232.3142602
847729,13.71,0.38,13.24,-0.172,1774656232.325262
847740,13.71,0.38,13.26,-0.171,1774656232.3362632
847751,13.71,0.38,13.27,-0.17,1774656232.34726
847762,13.71,0.38,13.28,-0.169,1774656232.358264
847773,13.71,0.38,13.29,-0.168,1774656232.3692603
847784,13.71,0.38,13.3,-0.167,1774656232.380261
847795,13.71,0.38,13.31,-0.166,1774656232.3912604
847806,13.71,0.38,13.32,-0.165,1774656232.4018717
847817,13.71,0.38,13.33,-0.164,1774656232.4138744
847828,13.71,0.38,13.34,-0.163,1774656232.4248745
847839,13.71,0.38,13.35,-0.162,1774656232.4358747
847850,13.71,0.38,13.37,-0.161,1774656232.4469836
847861,13.71,0.38,13.38,-0.16,1774656232.4575744
847872,13.71,0.38,13.39,-0.159,1774656232.4682643
847883,13.71,0.38,13.4,-0.158,1774656232.4792607
847894,13.8,0.38,13.41,-0.175,1774656232.4902608
847905,13.8,0.38,13.42,-0.166,1774656232.5012622
847916,13.8,0.38,13.43,-0.165,1774656232.5122604
847927,13.8,0.38,13.44,-0.164,1774656232.5232608
847938,13.8,0.38,13.45,-0.163,1774656232.5348253
847949,13.8,0.38,13.46,-0.162,1774656232.5454082
847960,13.8,0.38,13.48,-0.161,1774656232.5564075
847971,13.8,0.38,13.49,-0.16,1774656232.5674071
847982,13.8,0.38,13.5,-0.159,1774656232.5784078
847993,13.8,0.38,13.51,-0.158,1774656232.5894082
848004,13.8,0.38,13.52,-0.156,1774656232.6004083
848015,13.8,0.38,13.53,-0.155,1774656232.6114078
848026,13.8,0.38,13.54,-0.154,1774656232.6224082
848037,13.83,0.38,13.55,-0.16,1774656232.6335547
848049,13.89,0.38,13.56,-0.167,1774656232.6445558
848060,13.89,0.38,13.57,-0.161,1774656232.6555567
848071,13.89,0.38,13.59,-0.16,1774656232.6665564
848082,13.89,0.38,13.6,-0.159,1774656232.677556
848093,13.89,0.38,13.61,-0.158,1774656232.6885555
848104,13.89,0.38,13.62,-0.157,1774656232.6995556
848115,13.89,0.38,13.63,-0.156,1774656232.7105558
848126,13.89,0.38,13.64,-0.154,1774656232.7215548
848137,13.89,0.38,13.65,-0.153,1774656232.732555
848148,13.89,0.38,13.66,-0.152,1774656232.7435555
848159,13.89,0.38,13.67,-0.151,1774656232.7545564
848170,13.89,0.38,13.69,-0.15,1774656232.7665582
848181,13.89,0.38,13.7,-0.149,1774656232.7765563
848192,13.89,0.38,13.71,-0.148,1774656232.7875552
848203,13.89,0.38,13.72,-0.147,1774656232.7985554
848214,13.89,0.38,13.73,-0.146,1774656232.8095572
848225,13.89,0.38,13.74,-0.145,1774656232.8205552
848236,13.97,0.38,13.75,-0.161,1774656232.8325381
848247,13.97,0.38,13.76,-0.152,1774656232.8435366
848258,13.97,0.38,13.77,-0.151,1774656232.854538
848269,13.97,0.38,13.78,-0.15,1774656232.8655388
848280,13.97,0.38,13.8,-0.149,1774656232.8765368
848291,13.97,0.38,13.81,-0.148,1774656232.8875396
848302,13.97,0.38,13.82,-0.147,1774656232.8985393
848313,13.97,0.38,13.83,-0.146,1774656232.9095402
848324,13.97,0.38,13.84,-0.145,1774656232.9205387
848335,13.97,0.38,13.85,-0.144,1774656232.931604
848346,13.97,0.38,13.86,-0.142,1774656232.9426045
848357,13.97,0.38,13.87,-0.141,1774656232.9536052
848368,13.97,0.38,13.88,-0.14,1774656232.9646044
848379,13.97,0.38,13.89,-0.139,1774656232.9756024
848390,13.97,0.38,13.91,-0.138,1774656232.9866037
848401,12.76,0.35,13.92,0.106,1774656232.9976041
848412,13.48,0.37,13.93,-0.151,1774656233.0086038
848423,13.44,0.37,13.94,-0.075,1774656233.0196047
848434,13.77,0.38,13.95,-0.142,1774656233.0306034
848445,12.84,0.35,13.96,0.076,1774656233.0411658
848456,13.22,0.36,13.97,-0.087,1774656233.052165
848467,13.08,0.36,13.98,-0.02,1774656233.063165
848478,13.36,0.37,13.99,-0.09,1774656233.0741656
848489,13.71,0.37,14.0,-0.13,1774656233.085165
848500,13.09,0.36,14.02,0.026,1774656233.096165
848511,13.71,0.37,14.03,-0.154,1774656233.1071663
848522,13.43,0.37,14.04,-0.037,1774656233.1181657
848533,13.15,0.36,14.05,-0.006,1774656233.1297295
848544,12.94,0.35,14.06,0.009,1774656233.140699
848555,12.74,0.35,14.07,0.031,1774656233.1516986
848566,12.74,0.35,14.08,0.014,1774656233.1626985
848577,12.74,0.35,14.09,0.016,1774656233.1736999
848588,12.74,0.35,14.1,0.017,1774656233.184699
848599,12.74,0.35,14.11,0.019,1774656233.1956995
848610,12.74,0.35,14.13,0.021,1774656233.2066984
848622,12.74,0.35,14.14,0.022,1774656233.2176988
848633,12.74,0.35,14.15,0.024,1774656233.2286987
848644,12.74,0.35,14.16,0.026,1774656233.2396994
848655,12.74,0.35,14.17,0.027,1774656233.2509167
848666,12.74,0.35,14.18,0.029,1774656233.2619157
848677,12.74,0.35,14.19,0.031,1774656233.2729163
848688,12.74,0.35,14.2,0.032,1774656233.2839181
848699,12.74,0.35,14.21,0.034,1774656233.2949157
848710,12.74,0.35,14.22,0.036,1774656233.3059149
848721,12.74,0.35,14.24,0.037,1774656233.316915
848732,12.74,0.35,14.25,0.039,1774656233.3279154
848743,12.74,0.35,14.26,0.041,1774656233.3389156
848754,12.74,0.35,14.27,0.043,1774656233.3499162
848765,12.74,0.35,14.28,0.044,1774656233.3609161
848776,12.74,0.35,14.29,0.046,1774656233.3719153
848787,12.74,0.35,14.3,0.048,1774656233.382915
848798,12.74,0.35,14.31,0.05,1774656233.393916
848809,12.81,0.35,14.32,0.037,1774656233.4049158
848820,12.83,0.35,14.34,0.042,1774656233.4159145
848831,12.83,0.35,14.35,0.045,1774656233.426916
848842,12.83,0.35,14.36,0.047,1774656233.4377573
848853,12.83,0.35,14.37,0.049,1774656233.449428
848864,12.83,0.35,14.38,0.051,1774656233.460436
848875,12.83,0.35,14.39,0.052,1774656233.471436
848886,12.83,0.35,14.4,0.054,1774656233.4824364
848897,12.83,0.35,14.41,0.056,1774656233.493436
848908,12.83,0.35,14.42,0.058,1774656233.5044355
848919,12.89,0.35,14.43,0.048,1774656233.5154371
848930,12.92,0.35,14.45,0.049,1774656233.5264368
848941,12.92,0.35,14.46,0.053,1774656233.536918
848952,12.92,0.35,14.47,0.055,1774656233.547918
848963,12.92,0.35,14.48,0.057,1774656233.5589192
848974,12.92,0.35,14.49,0.059,1774656233.5699205
848985,12.92,0.35,14.5,0.06,1774656233.581921
848996,12.92,0.35,14.51,0.062,1774656233.5919201
849007,12.92,0.35,14.52,0.064,1774656233.603921
849018,12.96,0.35,14.53,0.059,1774656233.61492
849029,13.01,0.35,14.54,0.053,1774656233.6259205
849040,13.01,0.35,14.56,0.06,1774656233.6369212
849051,13.01,0.35,14.57,0.062,1774656233.64792
849062,13.01,0.35,14.58,0.063,1774656233.6589184
849073,13.01,0.35,14.59,0.065,1774656233.6699214
849084,13.01,0.35,14.6,0.067,1774656233.6809204
849095,13.01,0.35,14.61,0.069,1774656233.6919196
849106,13.01,0.35,14.62,0.07,1774656233.7025256
849117,13.06,0.35,14.63,0.061,1774656233.7135243
849128,13.1,0.35,14.64,0.062,1774656233.7245243
849139,13.1,0.35,14.65,0.066,1774656233.735525
849150,13.1,0.35,14.67,0.068,1774656233.7465248
849161,13.1,0.35,14.68,0.07,1774656233.7575245
849172,13.1,0.35,14.69,0.071,1774656233.7685254
849184,13.1,0.35,14.7,0.073,1774656233.7795267
849195,13.1,0.35,14.71,0.075,1774656233.7905254
849206,13.1,0.35,14.72,0.077,1774656233.8015242
849217,13.1,0.35,14.73,0.078,1774656233.8133535
849228,13.18,0.35,14.74,0.063,1774656233.824139
849239,13.18,0.35,14.75,0.073,1774656233.8346531
849250,13.18,0.35,14.76,0.074,1774656233.8456542
849261,13.18,0.35,14.78,0.076,1774656233.856653
849272,13.18,0.35,14.79,0.078,1774656233.8676534
849283,13.18,0.35,14.8,0.08,1774656233.8786535
849294,13.18,0.35,14.81,0.081,1774656233.8896568
849305,13.18,0.35,14.82,0.083,1774656233.9006555
849316,13.27,0.36,14.83,0.067,1774656233.911654
849327,13.27,0.36,14.84,0.077,1774656233.9226542
849338,13.27,0.36,14.85,0.079,1774656233.9336536
849349,13.27,0.36,14.86,0.081,1774656233.944656
849360,13.27,0.36,14.88,0.083,1774656233.9556673
849371,13.27,0.36,14.89,0.084,1774656233.966666
849382,13.27,0.36,14.9,0.086,1774656233.97867
849393,13.27,0.36,14.91,0.088,1774656233.9895258
849404,13.27,0.36,14.92,0.09,1774656233.9996817
849415,13.34,0.36,14.93,0.078,1774656234.0116806
849426,13.36,0.36,14.94,0.082,1774656234.0226834
849437,13.36,0.36,14.95,0.086,1774656234.033682
849448,13.36,0.36,14.96,0.087,1774656234.043907
849459,13.36,0.36,14.97,0.089,1774656234.0549066
849470,13.36,0.36,14.99,0.091,1774656234.065907
849481,13.36,0.36,15.0,0.093,1774656234.0779068
849492,13.36,0.36,15.01,0.094,1774656234.0884387
849503,13.36,0.36,15.02,0.096,1774656234.099429
849514,13.45,0.36,15.03,0.081,1774656234.1104279
849525,13.45,0.36,15.04,0.09,1774656234.1214275
849536,13.45,0.36,15.05,0.092,1774656234.1324272
849547,13.45,0.36,15.06,0.094,1774656234.143428
849558,13.45,0.36,15.07,0.096,1774656234.1544285
849569,13.45,0.36,15.08,0.098,1774656234.1655245
849580,13.53,0.36,15.1,0.083,1774656234.1763442
849591,13.54,0.36,15.11,0.091,1774656234.1873431
849602,13.54,0.36,15.12,0.094,1774656234.1983452
849613,13.54,0.36,15.13,0.095,1774656234.2093437
849624,13.54,0.36,15.14,0.097,1774656234.2203434
849635,13.54,0.36,15.15,0.099,1774656234.2313435
849646,13.54,0.36,15.16,0.101,1774656234.2423437
849657,13.54,0.36,15.17,0.102,1774656234.2533433
849668,13.62,0.36,15.18,0.087,1774656234.2643437
849679,13.62,0.36,15.19,0.096,1774656234.2753468
849690,13.62,0.36,15.21,0.098,1774656234.2863426
849701,13.62,0.36,15.22,0.1,1774656234.297908
849712,13.62,0.36,15.23,0.102,1774656234.3089166
849723,13.62,0.36,15.24,0.103,1774656234.3199084
849735,13.62,0.36,15.25,0.105,1774656234.3309076
849746,13.66,0.36,15.26,0.1,1774656234.341906
849757,13.71,0.36,15.27,0.095,1774656234.3529067
849768,13.71,0.36,15.28,0.101,1774656234.3639069
849779,13.71,0.36,15.29,0.103,1774656234.3749073
849790,13.71,0.36,15.3,0.105,1774656234.3859062
849801,13.71,0.36,15.32,0.106,1774656234.396906
849812,13.71,0.36,15.33,0.108,1774656234.4079053
849823,13.77,0.36,15.34,0.099,1774656234.418908
849834,13.8,0.36,15.35,0.099,1774656234.429906
849845,13.8,0.36,15.36,0.104,1774656234.4409065
849856,13.8,0.36,15.37,0.106,1774656234.452033
849867,13.8,0.36,15.38,0.108,1774656234.462678
849878,13.8,0.36,15.39,0.109,1774656234.4742763
849889,13.8,0.36,15.4,0.111,1774656234.4852757
849900,13.8,0.36,15.42,0.113,1774656234.4962754
849911,13.88,0.37,15.43,0.098,1774656234.5072753
849922,13.89,0.37,15.44,0.107,1774656234.5182762
849933,13.89,0.37,15.45,0.109,1774656234.529276
849944,13.89,0.37,15.46,0.111,1774656234.540276
849955,13.89,0.37,15.47,0.112,1774656234.5512753
849966,13.89,0.37,15.48,0.114,1774656234.562276
849977,13.89,0.37,15.49,0.116,1774656234.5732756
849988,13.96,0.37,15.5,0.104,1774656234.5842752
849999,13.97,0.37,15.51,0.108,1774656234.5952744
850010,13.97,0.37,15.53,0.112,1774656234.6062748
850021,13.97,0.37,15.54,0.113,1774656234.617273
850032,13.97,0.37,15.55,0.115,1774656234.6282744
850043,13.97,0.37,15.56,0.117,1774656234.6393607
850054,13.97,0.37,15.57,0.119,1774656234.6503627
850065,13.97,0.37,15.58,0.12,1774656234.661365
850076,13.97,0.37,15.59,0.122,1774656234.6723623
850086,13.97,0.37,15.6,0.122,1774656234.6823645
850097,14.06,0.37,15.61,0.107,1774656234.6933622
850107,14.06,0.37,15.62,0.116,1774656234.7033617
850117,14.06,0.37,15.63,0.118,1774656234.7133615
850127,14.15,0.37,15.64,0.102,1774656234.7233634
850137,14.15,0.37,15.65,0.112,1774656234.733361
850147,14.15,0.37,15.66,0.114,1774656234.7433617
850157,14.15,0.37,15.67,0.116,1774656234.7533607
850167,14.15,0.37,15.68,0.117,1774656234.763361
850177,14.15,0.37,15.69,0.119,1774656234.773361
850187,14.15,0.37,15.7,0.121,1774656234.7833614
850197,14.15,0.37,15.71,0.123,1774656234.793362
850208,14.15,0.37,15.72,0.124,1774656234.8043609
850219,14.15,0.37,15.73,0.126,1774656234.815362
850230,14.15,0.37,15.75,0.128,1774656234.8263614
850241,14.22,0.37,15.76,0.116,1774656234.8373613
850252,14.24,0.37,15.77,0.12,1774656234.8483617
850263,14.24,0.37,15.78,0.124,1774656234.860363
850274,14.24,0.37,15.79,0.126,1774656234.8703613
850285,14.24,0.37,15.8,0.127,1774656234.881362
850297,14.24,0.37,15.81,0.129,1774656234.8923607
850308,14.32,0.37,15.82,0.115,1774656234.903361
850319,14.33,0.37,15.83,0.123,1774656234.914361
850330,14.33,0.37,15.84,0.125,1774656234.9253623
850341,14.33,0.37,15.86,0.127,1774656234.9363613
850352,14.33,0.37,15.87,0.128,1774656234.948364
850363,14.33,0.37,15.88,0.13,1774656234.9593632
850374,14.33,0.37,15.89,0.132,1774656234.9693608
850385,14.33,0.37,15.9,0.134,1774656234.9803615
850396,14.33,0.37,15.91,0.135,1774656234.9923654
850407,14.41,0.37,15.92,0.119,1774656235.0033643
850418,14.41,0.37,15.93,0.129,1774656235.0143619
850429,14.41,0.37,15.94,0.131,1774656235.0253632
850440,14.41,0.37,15.95,0.133,1774656235.0363636
850451,14.45,0.38,15.97,0.128,1774656235.046942
850462,14.5,0.38,15.98,0.122,1774656235.057942
850473,14.5,0.38,15.99,0.129,1774656235.068942
850484,14.5,0.38,16.0,0.131,1774656235.0799422
850495,14.5,0.38,16.01,0.132,1774656235.0909426
850506,14.5,0.38,16.02,0.134,1774656235.1019418
850517,14.5,0.38,16.03,0.136,1774656235.1129422
850528,14.5,0.38,16.04,0.137,1774656235.1239426
850539,14.5,0.38,16.05,0.139,1774656235.1349425
850550,14.5,0.38,16.07,0.141,1774656235.1459417
850561,14.59,0.38,16.08,0.125,1774656235.1569421
850572,14.59,0.38,16.09,0.135,1774656235.1680758
850583,14.59,0.38,16.1,0.137,1774656235.179076
850594,14.59,0.38,16.11,0.138,1774656235.1900787
850605,14.59,0.38,16.12,0.14,1774656235.2010765
850616,14.59,0.38,16.13,0.142,1774656235.2120762
850627,14.68,0.38,16.14,0.126,1774656235.2230759
850638,14.68,0.38,16.15,0.136,1774656235.2340767
850649,14.68,0.38,16.16,0.138,1774656235.245078
850660,14.68,0.38,16.18,0.139,1774656235.2560763
850671,14.68,0.38,16.19,0.141,1774656235.2670755
850682,14.68,0.38,16.2,0.143,1774656235.278077
850693,14.68,0.38,16.21,0.145,1774656235.2896569
850704,14.68,0.38,16.22,0.146,1774656235.3006551
850715,14.77,0.38,16.23,0.131,1774656235.311656
850726,14.77,0.38,16.24,0.14,1774656235.322655
850737,14.77,0.38,16.25,0.142,1774656235.3336577
